order_id,order_date,origin_port,carrier,tpt,service_level,ship_ahead_day_count,ship_late_day_count,customer,product_id,plant_code,destination_port,unit_quantity,weight
1.4471896927e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555555_5,1695348,PLANT03,PORT09,1331,3.518893899952938
1.4472006177e9,2013-05-26,PORT04,V444_0,2,DTP,5,0,V55555555_7,1671836,PLANT03,PORT09,257,1.7722249186753283
1.4473380967e9,2013-05-26,PORT04,V444_1,1,DTD,5,0,V55555555555555_8,1689547,PLANT03,PORT09,746,35.99313593656914
1.4471675207e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555_4,1655982,PLANT03,PORT09,648,2.64
1.4474057937e9,2013-05-26,PORT04,V444_1,1,DTD,0,0,V5555555_22,1693865,PLANT03,PORT09,1193,9.916703546049376
1.4473406327e9,2013-05-26,PORT04,V44_3,0,CRF,0,0,V5555555_30,1699242,PLANT03,PORT09,844,1.77923094
1.4471828817e9,2013-05-26,PORT04,V44_3,0,CRF,3,0,V55555555_32,1699553,PLANT03,PORT09,1154,3.4817178038761125
1.4472252007e9,2013-05-26,PORT04,V444_1,1,DTD,5,0,V55555555555555_8,1688629,PLANT03,PORT09,480,13.349224854262477
1.4471878867e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V5555_33,1689543,PLANT03,PORT09,245,0.2450573565688278
1.4472838707e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696746,PLANT03,PORT09,594,13.495736034221272
1.4471580757e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555_4,1689145,PLANT03,PORT09,532,0.7153838722587947
1.4472061487e9,2013-05-26,PORT04,V444_0,2,DTP,5,0,V55555555_7,1683409,PLANT03,PORT09,308,0.18764892407159026
1.4472037607e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1695346,PLANT03,PORT09,1277,3.8319143667791464
1.4473840767e9,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555_31,1684560,PLANT03,PORT09,3254,1.3371930688561289
1.4473496317e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V555555555_27,1676853,PLANT03,PORT09,572,0.8189038885559974
1.4472308127e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555_2,1689031,PLANT03,PORT09,769,9.42
1.4471466647e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V55555_26,1664051,PLANT03,PORT09,5658,59.304084416968664
1.4473984787e9,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,973,106.88
1.4471857037e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555_2,1695817,PLANT03,PORT09,505,0.04977447333333333
1.4473050667e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555_2,1664051,PLANT03,PORT09,25304,294.3337241526327
1.4471832577e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V5555_33,1674635,PLANT12,PORT09,330,3.860521708203332
1.4473156277e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V555555555_14,1689469,PLANT03,PORT09,4283,74.68
1.4472971797e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V5555555_12,1672706,PLANT03,PORT09,313,2.8256110520722633
1.4473644477e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V5555_33,1688589,PLANT03,PORT09,258,0.3654040883320759
1.4471415127e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V55_13,1668545,PLANT03,PORT09,614,3.328228055783429
1.4473281567e9,2013-05-26,PORT04,V444_1,1,DTD,5,0,V55555555555555_8,1690628,PLANT03,PORT09,343,0.6924017705672101
1.4472826507e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V555555555555555_29,1689547,PLANT03,PORT09,546,22.595881561941482
1.4471468007e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V555555555_14,1696482,PLANT03,PORT09,496,3.16
1.4472071567e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V555555555_27,1655818,PLANT03,PORT09,2074,5.923532732556921
1.4473551227e9,2013-05-26,PORT04,V44_3,0,CRF,3,0,V55555555_32,1699674,PLANT03,PORT09,10188,31.940870301000007
